fr-par-1,Paris,FR
fr-par-2,Paris,FR
fr-par-3,Paris,FR
nl-ams-1,Amsterdam,NL
nl-ams-2,Amsterdam,NL
nl-ams-3,Amsterdam,NL
pl-waw-1,Warsaw,PL
pl-waw-2,Warsaw,PL
pl-waw-3,Warsaw,PL
