crk,Clark,PH
cwl,Newport,GB
dub,Dublin,IE
dus,Dusseldorf,DE
fra,Frankfurt,DE
gva,Geneva,CH
hnl,Honolulu,US
lla,Boden,SE
mnl,Manila,PH
mnl2,Manila,PH
per,Perth,AU
ruh,Riyadh,SA
sjc,San Jose,US
tyo,Tokyo,JP
wdc,Washington DC,US
zrh,Zurich,CH
